PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,bbc,breitbart,buzzfeed,canary,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,guardian,huffingtonpost,independent,infowars,intercept,mintpress,motherjones,nationalreview,nbc,npr,nypost,nytimes,opednews,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
kind of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,697,0,0.0,0.0,,Neutral
kingdom,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,342,0,0.0,0.0,,Neutral
knife,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,98,0,0.0,0.0,,Neutral
know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,1918,0,0.0,0.0,,Neutral
known as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,650,0,0.0,0.0,,Neutral
large,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,1079,0,0.0,0.0,,Neutral
largest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,747,0,0.0,0.0,,Neutral
last,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,2768,0,0.0,0.0,,Neutral
latest book,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,90,0,0.0,0.0,,Neutral
law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,3320,0,0.0,0.0,,Neutral
laws,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,947,0,0.0,0.0,,Neutral
lawsuit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,154,0,0.0,0.0,,Neutral
leader,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,1617,0,0.0,0.0,,Neutral
leaders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,1884,0,0.0,0.0,,Neutral
led,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,1318,0,0.0,0.0,,Neutral
left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,1506,0,0.0,0.0,,Neutral
legislation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,354,0,0.0,0.0,,Neutral
letters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,72,0,0.0,0.0,,Neutral
liberal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,411,0,0.0,0.0,,Neutral
liberty,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,203,0,0.0,0.0,,Neutral
life,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,1675,0,0.0,0.0,,Neutral
list,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,526,0,0.0,0.0,,Neutral
live,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,1036,0,0.0,0.0,,Neutral
local,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,1799,0,0.0,0.0,,Neutral
long,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,2050,0,0.0,0.0,,Neutral
love,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,530,0,0.0,0.0,,Neutral
mainstream,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,507,0,0.0,0.0,,Neutral
majority,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,1857,0,0.0,0.0,,Neutral
make,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,1920,0,0.0,0.0,,Neutral
man,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,1763,0,0.0,0.0,,Neutral
mark,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,204,0,0.0,0.0,,Neutral
matter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,672,0,0.0,0.0,,Neutral
me to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,238,0,0.0,0.0,,Neutral
measures,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,504,0,0.0,0.0,,Neutral
media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,2572,0,0.0,0.0,,Neutral
meet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,369,0,0.0,0.0,,Neutral
member,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,844,0,0.0,0.0,,Neutral
members,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,1896,0,0.0,0.0,,Neutral
men,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,1829,0,0.0,0.0,,Neutral
mental,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,153,0,0.0,0.0,,Neutral
might,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,1030,0,0.0,0.0,,Neutral
migrant,208.0,13.0,1.0,2.0,10.0,1.0,4.0,1.0,25.0,4.0,0.0,0.0,7.0,3.0,8.0,1.0,5.0,0.0,1.0,6.0,0.0,0.0,9.0,1.0,6.0,35.0,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,31.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,13,208,1,1.0,1.0,66.0,Right
migrants,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,471,1,0.0,0.0,,Neutral
militant,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,412,0,0.0,0.0,,Neutral
militants,641.0,1.0,0.0,2.0,1.0,54.0,3.0,14.0,15.0,1.0,0.0,3.0,18.0,4.0,10.0,0.0,15.0,0.0,22.0,4.0,3.0,71.0,63.0,6.0,2.0,5.0,4.0,4.0,0.0,6.0,31.0,12.0,16.0,30.0,0.0,4.0,8.0,3.0,5.0,9.0,1.0,3.0,6.0,7.0,10.0,1.0,152.0,7.0,14,641,1,1.0,1.0,-150.0,Left
military,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,1228,0,0.0,0.0,,Neutral
million,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,1589,0,0.0,0.0,,Neutral
minister,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,1145,0,0.0,0.0,,Neutral
ministry,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,258,0,0.0,0.0,,Neutral
minorities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1068,1,0.0,0.0,,Neutral
mob,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,330,0,0.0,0.0,,Neutral
mobs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,244,0,0.0,0.0,,Neutral
modern,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,631,0,0.0,0.0,,Neutral
month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,1988,0,0.0,0.0,,Neutral
month of Ramadan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,351,0,0.0,0.0,,Neutral
more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,2132,0,0.0,0.0,,Neutral
morning,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,425,0,0.0,0.0,,Neutral
mosaics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,74,0,0.0,0.0,,Neutral
mosque,4709.0,542.0,18.0,20.0,10.0,54.0,18.0,62.0,368.0,84.0,21.0,43.0,321.0,14.0,145.0,41.0,67.0,11.0,234.0,89.0,11.0,185.0,485.0,56.0,49.0,59.0,35.0,92.0,12.0,27.0,169.0,201.0,88.0,111.0,10.0,151.0,92.0,8.0,17.0,130.0,37.0,40.0,21.0,64.0,16.0,27.0,290.0,37.0,34,4709,1,1.0,1.0,-489.0,Left
mosque in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,739,0,0.0,0.0,,Neutral
mosques,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,2351,1,0.0,0.0,,Neutral
mosques to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,76,0,0.0,0.0,,Neutral
move,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,721,0,0.0,0.0,,Neutral
movement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,980,0,0.0,0.0,,Neutral
much,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,1889,0,0.0,0.0,,Neutral
must,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,1430,0,0.0,0.0,,Neutral
name,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,1192,0,0.0,0.0,,Neutral
narrative,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,342,0,0.0,0.0,,Neutral
nation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,960,0,0.0,0.0,,Neutral
national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1435,0,0.0,0.0,,Neutral
national security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,363,1,1.0,0.0,,Neutral
nationalism,380.0,25.0,10.0,12.0,4.0,2.0,8.0,2.0,4.0,8.0,3.0,0.0,26.0,15.0,31.0,21.0,5.0,0.0,0.0,13.0,2.0,5.0,17.0,1.0,1.0,1.0,6.0,8.0,4.0,10.0,8.0,18.0,2.0,11.0,0.0,8.0,6.0,1.0,1.0,2.0,3.0,7.0,0.0,1.0,1.0,4.0,63.0,0.0,16,380,1,1.0,1.0,-147.0,Left
nationalist,728.0,92.0,6.0,8.0,4.0,7.0,3.0,6.0,23.0,9.0,7.0,3.0,27.0,15.0,27.0,33.0,3.0,1.0,2.0,43.0,0.0,12.0,68.0,5.0,0.0,2.0,9.0,18.0,2.0,10.0,27.0,48.0,9.0,21.0,0.0,6.0,14.0,0.0,2.0,11.0,6.0,6.0,8.0,4.0,21.0,16.0,77.0,6.0,17,728,1,1.0,1.0,-246.0,Left
nations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,806,0,0.0,0.0,,Neutral
near,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,669,0,0.0,0.0,,Neutral
needs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,403,0,0.0,0.0,,Neutral
never,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,1446,0,0.0,0.0,,Neutral
news and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,201,0,0.0,0.0,,Neutral
newspaper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,346,0,0.0,0.0,,Neutral
night,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,618,0,0.0,0.0,,Neutral
nine,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,285,0,0.0,0.0,,Neutral
non,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,1676,0,0.0,0.0,,Neutral
non Muslim,470.0,35.0,7.0,16.0,16.0,2.0,7.0,11.0,11.0,2.0,0.0,2.0,18.0,5.0,33.0,3.0,2.0,0.0,3.0,7.0,0.0,19.0,28.0,8.0,1.0,7.0,4.0,3.0,0.0,4.0,3.0,10.0,6.0,5.0,0.0,85.0,7.0,4.0,0.0,10.0,3.0,24.0,1.0,5.0,4.0,7.0,39.0,3.0,18,470,1,1.0,1.0,34.0,Right
non Muslims,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,507,1,0.0,0.0,,Neutral
northern,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,502,0,0.0,0.0,,Neutral
not be in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,59,0,0.0,0.0,,Neutral
not just the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,60,0,0.0,0.0,,Neutral
not only,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,532,0,0.0,0.0,,Neutral
o i,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,78,0,0.0,0.0,,Neutral
observe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,203,0,0.0,0.0,,Neutral
observe Ramadan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,110,0,0.0,0.0,,Neutral
of Constantinople,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,107,0,0.0,0.0,,Neutral
of Eid al,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,87,0,0.0,0.0,,Neutral
of French,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,69,0,0.0,0.0,,Neutral
of Hagia Sophia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,102,0,0.0,0.0,,Neutral
of ISIS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,189,0,0.0,0.0,,Neutral
of India,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838,296,0,0.0,0.0,,Neutral
of Indonesian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,22,0,0.0,0.0,,Neutral
of Iraq,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,217,0,0.0,0.0,,Neutral
of Islam,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,1561,0,0.0,0.0,,Neutral
of Islamic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,758,0,0.0,0.0,,Neutral
of Jihad,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,167,0,0.0,0.0,,Neutral
of July,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,75,0,0.0,0.0,,Neutral
of Mecca,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,182,0,0.0,0.0,,Neutral
of Ramadan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,617,0,0.0,0.0,,Neutral
of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,3956,0,0.0,0.0,,Neutral
of anti,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,354,0,0.0,0.0,,Neutral
of coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,152,0,0.0,0.0,,Neutral
of her,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,494,0,0.0,0.0,,Neutral
of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,745,0,0.0,0.0,,Neutral
of religious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,631,0,0.0,0.0,,Neutral
of the French,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,51,0,0.0,0.0,,Neutral
of the Islamic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,621,0,0.0,0.0,,Neutral
of the Prophet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,179,0,0.0,0.0,,Neutral
of the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,164,0,0.0,0.0,,Neutral
of the devil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,34,0,0.0,0.0,,Neutral
of the month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,44,0,0.0,0.0,,Neutral
of these,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,594,0,0.0,0.0,,Neutral
of this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,1056,0,0.0,0.0,,Neutral
of us,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,418,0,0.0,0.0,,Neutral
of white,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,182,0,0.0,0.0,,Neutral
off with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,46,0,0.0,0.0,,Neutral
office,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,727,0,0.0,0.0,,Neutral
officers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,486,0,0.0,0.0,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,1440,0,0.0,0.0,,Neutral
often,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,1343,0,0.0,0.0,,Neutral
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,1939,0,0.0,0.0,,Neutral
on August,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,71,0,0.0,0.0,,Neutral
on Facebook,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,385,0,0.0,0.0,,Neutral
on Friday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,534,0,0.0,0.0,,Neutral
on May,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,218,0,0.0,0.0,,Neutral
on Monday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,368,0,0.0,0.0,,Neutral
on Sunday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,380,0,0.0,0.0,,Neutral
on Thursday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,304,0,0.0,0.0,,Neutral
on Tuesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,334,0,0.0,0.0,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,724,0,0.0,0.0,,Neutral
on Wednesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,327,0,0.0,0.0,,Neutral
on YouTube,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,74,0,0.0,0.0,,Neutral
on a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,1422,0,0.0,0.0,,Neutral
on our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,164,0,0.0,0.0,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,5854,0,0.0,0.0,,Neutral
on the first,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,96,0,0.0,0.0,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,7293,0,0.0,0.0,,Neutral
one of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,2370,0,0.0,0.0,,Neutral
open,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,896,0,0.0,0.0,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,173,0,0.0,0.0,,Neutral
or the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,460,0,0.0,0.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,965,0,0.0,0.0,,Neutral
organisation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,285,0,0.0,0.0,,Neutral
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,290,0,0.0,0.0,,Neutral
our best,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,31,0,0.0,0.0,,Neutral
outbreak,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,272,0,0.0,0.0,,Neutral
outside,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,1235,0,0.0,0.0,,Neutral
page,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,393,0,0.0,0.0,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,688,0,0.0,0.0,,Neutral
parliament,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,362,0,0.0,0.0,,Neutral
party,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,1873,0,0.0,0.0,,Neutral
past,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,1285,0,0.0,0.0,,Neutral
peace,848.0,69.0,15.0,4.0,15.0,11.0,10.0,15.0,32.0,3.0,3.0,7.0,68.0,4.0,24.0,10.0,16.0,1.0,6.0,15.0,21.0,45.0,76.0,6.0,0.0,10.0,5.0,8.0,1.0,8.0,20.0,26.0,21.0,10.0,5.0,84.0,13.0,13.0,2.0,18.0,2.0,16.0,5.0,14.0,3.0,10.0,67.0,2.0,19,848,1,1.0,1.0,-7.0,Left
people to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,459,0,0.0,0.0,,Neutral
percent of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,607,0,0.0,0.0,,Neutral
perform,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,289,0,0.0,0.0,,Neutral
perform the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,107,0,0.0,0.0,,Neutral
persecution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,561,0,0.0,0.0,,Neutral
photo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,253,0,0.0,0.0,,Neutral
pictures,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,213,0,0.0,0.0,,Neutral
pilgrim,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,49,0,0.0,0.0,,Neutral
