PHRASE,TOTAL,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
issued,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,602,0,0.0,0.0,,Neutral
it from,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,95,0,0.0,0.0,,Neutral
it is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,1842,0,0.0,0.0,,Neutral
it stands,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,44,0,0.0,0.0,,Neutral
it without,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,151,0,0.0,0.0,,Neutral
jobs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,1030,0,0.0,0.0,,Neutral
journalists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,228,0,0.0,0.0,,Neutral
know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,1039,0,0.0,0.0,,Neutral
land,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,1006,0,0.0,0.0,,Neutral
lands,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,701,0,0.0,0.0,,Neutral
large,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,1374,0,0.0,0.0,,Neutral
largest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,2443,0,0.0,0.0,,Neutral
last,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,4696,0,0.0,0.0,,Neutral
law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,1055,0,0.0,0.0,,Neutral
lawsuit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,459,0,0.0,0.0,,Neutral
lawsuits,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,267,0,0.0,0.0,,Neutral
leaders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,673,0,0.0,0.0,,Neutral
lease,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,347,0,0.0,0.0,,Neutral
leases,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,386,0,0.0,0.0,,Neutral
leasing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,297,0,0.0,0.0,,Neutral
led,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,1498,0,0.0,0.0,,Neutral
left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,906,0,0.0,0.0,,Neutral
legal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,781,0,0.0,0.0,,Neutral
legislation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,408,0,0.0,0.0,,Neutral
less,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,1900,0,0.0,0.0,,Neutral
level,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,1155,0,0.0,0.0,,Neutral
levels,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,1254,0,0.0,0.0,,Neutral
likely,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,1883,0,0.0,0.0,,Neutral
lobbying,460.0,6.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,66.0,0.0,5.0,111.0,6.0,115.0,0.0,2.0,3.0,1.0,40.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,5.0,3.0,0.0,16.0,27.0,6.0,1,460,1,1.0,1.0,-259.0,Left
local,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,1006,0,0.0,0.0,,Neutral
long,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,2606,0,0.0,0.0,,Neutral
long term,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,580,0,0.0,0.0,,Neutral
low,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,2097,0,0.0,0.0,,Neutral
lower,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,1396,0,0.0,0.0,,Neutral
lowest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,572,0,0.0,0.0,,Neutral
m barrels,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,290,0,0.0,0.0,,Neutral
m barrels a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,127,0,0.0,0.0,,Neutral
magazine,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,39,0,0.0,0.0,,Neutral
main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,580,0,0.0,0.0,,Neutral
major,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,2578,0,0.0,0.0,,Neutral
majors,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,282,0,0.0,0.0,,Neutral
make,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,2531,0,0.0,0.0,,Neutral
marine,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,484,0,0.0,0.0,,Neutral
maritime,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,372,0,0.0,0.0,,Neutral
market,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,5926,0,0.0,0.0,,Neutral
market research,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,92,0,0.0,0.0,,Neutral
markets,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,2411,0,0.0,0.0,,Neutral
may be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,744,0,0.0,0.0,,Neutral
measure,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,391,0,0.0,0.0,,Neutral
measures,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,733,0,0.0,0.0,,Neutral
media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,644,0,0.0,0.0,,Neutral
meet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,778,0,0.0,0.0,,Neutral
meeting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,1548,0,0.0,0.0,,Neutral
members,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,1216,0,0.0,0.0,,Neutral
might,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,1235,0,0.0,0.0,,Neutral
miles,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,796,0,0.0,0.0,,Neutral
military,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,1641,0,0.0,0.0,,Neutral
million,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,7601,0,0.0,0.0,,Neutral
million barrels,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,3794,0,0.0,0.0,,Neutral
million barrels a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,1053,0,0.0,0.0,,Neutral
million barrels of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,781,0,0.0,0.0,,Neutral
million barrels per,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,1232,0,0.0,0.0,,Neutral
million bpd,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,764,0,0.0,0.0,,Neutral
million bpd in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,160,0,0.0,0.0,,Neutral
million liters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,26,0,0.0,0.0,,Neutral
minister,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,825,0,0.0,0.0,,Neutral
mission,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,192,0,0.0,0.0,,Neutral
money,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,1591,0,0.0,0.0,,Neutral
month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,2484,0,0.0,0.0,,Neutral
months,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,1967,0,0.0,0.0,,Neutral
more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,3836,0,0.0,0.0,,Neutral
morning,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,478,0,0.0,0.0,,Neutral
motorists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,179,1,1.0,0.0,,Neutral
much,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,3481,0,0.0,0.0,,Neutral
must,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,1192,0,0.0,0.0,,Neutral
national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,1335,0,0.0,0.0,,Neutral
nations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,1556,0,0.0,0.0,,Neutral
natural gas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1552,1,1.0,0.0,,Neutral
near,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,1372,0,0.0,0.0,,Neutral
nearly,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,1521,0,0.0,0.0,,Neutral
need,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,1880,0,0.0,0.0,,Neutral
needs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,1041,0,0.0,0.0,,Neutral
negative,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,862,0,0.0,0.0,,Neutral
new oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,354,0,0.0,0.0,,Neutral
new oil and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,184,0,0.0,0.0,,Neutral
news and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,207,0,0.0,0.0,,Neutral
next,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,1929,0,0.0,0.0,,Neutral
next year,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,399,0,0.0,0.0,,Neutral
note,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,414,0,0.0,0.0,,Neutral
notes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,175,0,0.0,0.0,,Neutral
notice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,121,0,0.0,0.0,,Neutral
nuclear,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1087,1,1.0,0.0,,Neutral
nuclear deal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,484,0,0.0,0.0,,Neutral
of Mauritius,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,63,0,0.0,0.0,,Neutral
of US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,425,0,0.0,0.0,,Neutral
of United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,531,0,0.0,0.0,,Neutral
of Venezuela,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,132,0,0.0,0.0,,Neutral
of Venezuelas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,129,0,0.0,0.0,,Neutral
of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,3465,0,0.0,0.0,,Neutral
of a barrel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,328,0,0.0,0.0,,Neutral
of climate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,525,0,0.0,0.0,,Neutral
of crude,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,1246,0,0.0,0.0,,Neutral
of fossil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,408,0,0.0,0.0,,Neutral
of fuel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,315,0,0.0,0.0,,Neutral
of its,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,1746,0,0.0,0.0,,Neutral
of million,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,618,0,0.0,0.0,,Neutral
of oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,4823,0,0.0,0.0,,Neutral
of oil and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,722,0,0.0,0.0,,Neutral
of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,954,0,0.0,0.0,,Neutral
of petrol,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,107,0,0.0,0.0,,Neutral
of the Petroleum,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,543,0,0.0,0.0,,Neutral
of the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,247,0,0.0,0.0,,Neutral
of the year,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,489,0,0.0,0.0,,Neutral
of this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,1100,0,0.0,0.0,,Neutral
of use,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,65,0,0.0,0.0,,Neutral
off the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,1150,0,0.0,0.0,,Neutral
off with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,62,0,0.0,0.0,,Neutral
office,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,655,0,0.0,0.0,,Neutral
official,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,1062,0,0.0,0.0,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,1910,0,0.0,0.0,,Neutral
offshore,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1740,1,0.0,0.0,,Neutral
offshore drilling,550.0,1.0,8.0,0.0,0.0,8.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,35.0,130.0,0.0,11.0,12.0,41.0,31.0,3.0,1.0,8.0,0.0,16.0,20.0,0.0,3.0,1.0,0.0,4.0,1.0,28.0,0.0,16.0,2.0,17.0,0.0,2.0,17.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,20.0,1.0,2.0,66.0,17.0,11,550,1,1.0,1.0,-253.0,Left
oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,51941,1,0.0,0.0,,Neutral
oil and gas,5041.0,88.0,38.0,1.0,3.0,60.0,6.0,52.0,14.0,171.0,71.0,16.0,5.0,11.0,48.0,168.0,703.0,7.0,137.0,178.0,258.0,269.0,25.0,62.0,53.0,38.0,368.0,60.0,15.0,64.0,13.0,21.0,99.0,33.0,93.0,11.0,138.0,51.0,96.0,15.0,16.0,174.0,26.0,62.0,200.0,18.0,13.0,11.0,42.0,71.0,28.0,104.0,454.0,231.0,23,5041,1,1.0,1.0,-1511.0,Left
oil companies,1572.0,40.0,13.0,10.0,1.0,4.0,2.0,5.0,7.0,11.0,29.0,1.0,2.0,6.0,5.0,177.0,113.0,3.0,33.0,40.0,79.0,73.0,21.0,49.0,6.0,16.0,98.0,11.0,3.0,5.0,5.0,25.0,20.0,7.0,34.0,15.0,37.0,14.0,48.0,2.0,7.0,26.0,1.0,58.0,56.0,10.0,3.0,3.0,14.0,28.0,10.0,32.0,142.0,99.0,15,1572,1,1.0,1.0,-463.0,Left
oil demand,931.0,21.0,1.0,0.0,0.0,3.0,0.0,14.0,6.0,20.0,56.0,0.0,0.0,2.0,39.0,79.0,12.0,2.0,13.0,0.0,7.0,11.0,16.0,30.0,3.0,1.0,64.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,13.0,7.0,9.0,0.0,0.0,11.0,0.0,66.0,135.0,0.0,0.0,0.0,3.0,7.0,1.0,4.0,96.0,137.0,2,931,1,1.0,1.0,61.0,Right
oil fields,421.0,15.0,15.0,8.0,1.0,6.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,4.0,0.0,9.0,22.0,16.0,2.0,8.0,5.0,3.0,1.0,3.0,9.0,16.0,11.0,0.0,1.0,0.0,14.0,5.0,2.0,1.0,4.0,5.0,37.0,5.0,24.0,0.0,10.0,17.0,0.0,7.0,36.0,0.0,4.0,2.0,4.0,8.0,1.0,2.0,44.0,13.0,14,421,1,1.0,1.0,-42.0,Left
oil industry,1591.0,39.0,9.0,13.0,1.0,9.0,5.0,7.0,6.0,36.0,16.0,2.0,2.0,13.0,8.0,143.0,106.0,0.0,34.0,96.0,46.0,120.0,6.0,17.0,19.0,6.0,77.0,7.0,22.0,5.0,11.0,18.0,7.0,14.0,27.0,11.0,56.0,12.0,58.0,3.0,14.0,39.0,7.0,60.0,115.0,5.0,2.0,1.0,21.0,41.0,14.0,7.0,100.0,73.0,3,1591,1,1.0,1.0,-332.0,Left
oil is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,709,0,0.0,0.0,,Neutral
oil market,1199.0,42.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,41.0,30.0,0.0,0.0,8.0,6.0,159.0,9.0,2.0,16.0,5.0,12.0,0.0,18.0,16.0,8.0,14.0,73.0,0.0,27.0,0.0,8.0,2.0,3.0,5.0,44.0,7.0,19.0,6.0,11.0,0.0,7.0,24.0,0.0,41.0,296.0,5.0,4.0,7.0,1.0,11.0,4.0,10.0,89.0,84.0,10,1199,1,1.0,1.0,97.0,Right
oil markets,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,660,0,0.0,0.0,,Neutral
oil price,1096.0,58.0,12.0,10.0,0.0,3.0,0.0,2.0,13.0,16.0,33.0,1.0,0.0,8.0,5.0,39.0,19.0,0.0,18.0,18.0,4.0,3.0,75.0,54.0,6.0,2.0,124.0,0.0,10.0,0.0,7.0,5.0,1.0,2.0,12.0,5.0,13.0,5.0,8.0,0.0,3.0,17.0,2.0,67.0,174.0,0.0,15.0,3.0,4.0,15.0,0.0,5.0,62.0,129.0,5,1096,1,1.0,1.0,68.0,Right
oil prices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,3937,1,0.0,0.0,,Neutral
oil producers,1035.0,60.0,11.0,19.0,0.0,3.0,1.0,0.0,13.0,28.0,11.0,1.0,0.0,2.0,7.0,63.0,17.0,0.0,15.0,17.0,14.0,7.0,15.0,34.0,11.0,7.0,51.0,0.0,25.0,1.0,4.0,5.0,2.0,10.0,10.0,5.0,20.0,13.0,32.0,0.0,7.0,34.0,2.0,141.0,124.0,6.0,8.0,0.0,3.0,11.0,0.0,1.0,108.0,52.0,12,1035,1,1.0,1.0,-43.0,Left
oil production,2168.0,71.0,11.0,40.0,2.0,11.0,5.0,9.0,10.0,40.0,46.0,1.0,5.0,18.0,15.0,140.0,43.0,4.0,46.0,28.0,117.0,27.0,16.0,24.0,30.0,15.0,89.0,4.0,30.0,6.0,18.0,21.0,6.0,13.0,32.0,20.0,54.0,30.0,44.0,2.0,17.0,42.0,10.0,74.0,282.0,13.0,16.0,7.0,17.0,191.0,3.0,22.0,177.0,140.0,25,2168,1,1.0,1.0,85.0,Right
oil spill,718.0,15.0,2.0,0.0,0.0,34.0,2.0,0.0,30.0,14.0,2.0,1.0,0.0,15.0,0.0,110.0,86.0,0.0,42.0,7.0,13.0,9.0,7.0,0.0,14.0,1.0,76.0,10.0,1.0,0.0,0.0,2.0,6.0,0.0,19.0,0.0,39.0,11.0,15.0,5.0,1.0,26.0,4.0,1.0,7.0,0.0,5.0,2.0,7.0,13.0,3.0,9.0,46.0,4.0,9,718,1,1.0,1.0,-330.0,Left
oil tanker,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,518,0,0.0,0.0,,Neutral
oil tankers,423.0,34.0,2.0,0.0,3.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,13.0,11.0,2.0,11.0,6.0,8.0,1.0,10.0,7.0,32.0,12.0,40.0,0.0,8.0,0.0,4.0,3.0,1.0,1.0,8.0,0.0,6.0,16.0,13.0,0.0,2.0,15.0,1.0,1.0,26.0,1.0,0.0,5.0,14.0,24.0,1.0,6.0,22.0,13.0,22,423,1,1.0,1.0,-34.0,Left
oils,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,194,0,0.0,0.0,,Neutral
oily,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,38,0,0.0,0.0,,Neutral
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,725,0,0.0,0.0,,Neutral
on April,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,257,0,0.0,0.0,,Neutral
on Facebook,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,105,0,0.0,0.0,,Neutral
