PHRASE,TOTAL,aljazeera,alternet,ap,atlantic,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,guardian,huffingtonpost,intercept,motherjones,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,usatoday,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
past,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,417,0,0.0,0.0,,Neutral
patients,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,80,0,0.0,0.0,,Neutral
peoples,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,532,1,1.0,0.0,,Neutral
percent of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,220,0,0.0,0.0,,Neutral
person,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,320,0,0.0,0.0,,Neutral
photo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,96,0,0.0,0.0,,Neutral
pipeline,431.0,2.0,0.0,1.0,0.0,11.0,47.0,0.0,2.0,83.0,8.0,6.0,8.0,18.0,0.0,1.0,0.0,5.0,46.0,9.0,21.0,26.0,56.0,16.0,9.0,3.0,1.0,24.0,0.0,8.0,1.0,17.0,2.0,13,431,1,1.0,1.0,-249.0,Left
pipeline that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,9,0,0.0,0.0,,Neutral
pipelines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,60,1,0.0,0.0,,Neutral
planning,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,57,0,0.0,0.0,,Neutral
plans,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,272,0,0.0,0.0,,Neutral
police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,272,0,0.0,0.0,,Neutral
police in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,6,0,0.0,0.0,,Neutral
policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,262,0,0.0,0.0,,Neutral
political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,363,0,0.0,0.0,,Neutral
potentially,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,60,0,0.0,0.0,,Neutral
power,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,304,0,0.0,0.0,,Neutral
precise,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,10,0,0.0,0.0,,Neutral
present,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,158,0,0.0,0.0,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,436,0,0.0,0.0,,Neutral
presidential,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,135,0,0.0,0.0,,Neutral
presidential nomination,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,5,0,0.0,0.0,,Neutral
pride,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,60,1,1.0,0.0,,Neutral
project,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,269,0,0.0,0.0,,Neutral
protect them,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,8,0,0.0,0.0,,Neutral
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,70,0,0.0,0.0,,Neutral
protest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,136,0,0.0,0.0,,Neutral
protesters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,69,1,1.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,227,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,31,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,547,0,0.0,0.0,,Neutral
purposes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,66,0,0.0,0.0,,Neutral
put into,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,16,0,0.0,0.0,,Neutral
question,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,188,0,0.0,0.0,,Neutral
race,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,240,0,0.0,0.0,,Neutral
race as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,8,0,0.0,0.0,,Neutral
racist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,203,0,0.0,0.0,,Neutral
rather,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,142,0,0.0,0.0,,Neutral
rather than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,95,0,0.0,0.0,,Neutral
reach,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,116,0,0.0,0.0,,Neutral
readers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,29,0,0.0,0.0,,Neutral
ready,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,46,0,0.0,0.0,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,494,0,0.0,0.0,,Neutral
reason,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,119,0,0.0,0.0,,Neutral
recognition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,152,1,1.0,0.0,,Neutral
recognition of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,29,0,0.0,0.0,,Neutral
record,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,150,0,0.0,0.0,,Neutral
referring to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,43,0,0.0,0.0,,Neutral
referring to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,12,0,0.0,0.0,,Neutral
regulate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,23,0,0.0,0.0,,Neutral
regulation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,20,0,0.0,0.0,,Neutral
regulators,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,14,0,0.0,0.0,,Neutral
relief,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,126,0,0.0,0.0,,Neutral
relocated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,25,0,0.0,0.0,,Neutral
relocated to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,12,0,0.0,0.0,,Neutral
remained,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,63,0,0.0,0.0,,Neutral
remaining,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,43,0,0.0,0.0,,Neutral
remaining in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,6,0,0.0,0.0,,Neutral
remains,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,208,0,0.0,0.0,,Neutral
remains an,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,16,0,0.0,0.0,,Neutral
remains an Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,11,0,0.0,0.0,,Neutral
remote,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,146,0,0.0,0.0,,Neutral
replacement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,8,0,0.0,0.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,293,0,0.0,0.0,,Neutral
reporting on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,25,0,0.0,0.0,,Neutral
request,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,120,0,0.0,0.0,,Neutral
reservation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,1162,1,1.0,0.0,,Neutral
reservation and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,65,0,0.0,0.0,,Neutral
reservation for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,29,0,0.0,0.0,,Neutral
reservation for the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,11,0,0.0,0.0,,Neutral
reservation was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,21,0,0.0,0.0,,Neutral
reservations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,529,0,0.0,0.0,,Neutral
residential,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,74,0,0.0,0.0,,Neutral
residents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,267,0,0.0,0.0,,Neutral
resistance,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,113,0,0.0,0.0,,Neutral
returned,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,146,0,0.0,0.0,,Neutral
returned to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,76,0,0.0,0.0,,Neutral
returned to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,29,0,0.0,0.0,,Neutral
revelation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,9,0,0.0,0.0,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,736,0,0.0,0.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,784,1,1.0,0.0,,Neutral
rights that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,14,0,0.0,0.0,,Neutral
river,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,175,1,1.0,0.0,,Neutral
route,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,44,0,0.0,0.0,,Neutral
ruled,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,123,0,0.0,0.0,,Neutral
ruled that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,39,0,0.0,0.0,,Neutral
ruling,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,226,0,0.0,0.0,,Neutral
sacred,357.0,23.0,9.0,3.0,0.0,5.0,0.0,2.0,10.0,35.0,23.0,27.0,12.0,22.0,2.0,1.0,0.0,4.0,25.0,3.0,6.0,19.0,21.0,9.0,9.0,2.0,2.0,17.0,0.0,15.0,25.0,26.0,0.0,14,357,1,1.0,1.0,-163.0,Left
salmon,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,84,0,0.0,0.0,,Neutral
satellite,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,31,0,0.0,0.0,,Neutral
school,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,397,1,1.0,0.0,,Neutral
school to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,12,0,0.0,0.0,,Neutral
schools,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,291,1,0.0,0.0,,Neutral
see,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,532,0,0.0,0.0,,Neutral
seeds,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,85,1,1.0,0.0,,Neutral
seen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,254,0,0.0,0.0,,Neutral
self,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,234,0,0.0,0.0,,Neutral
sent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,201,0,0.0,0.0,,Neutral
series,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,121,0,0.0,0.0,,Neutral
services,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,170,0,0.0,0.0,,Neutral
set of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,40,0,0.0,0.0,,Neutral
settler,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,68,0,0.0,0.0,,Neutral
settlers,222.0,11.0,2.0,3.0,4.0,4.0,0.0,0.0,15.0,2.0,22.0,7.0,1.0,10.0,13.0,1.0,12.0,1.0,11.0,0.0,7.0,8.0,4.0,6.0,3.0,23.0,5.0,5.0,0.0,6.0,5.0,31.0,0.0,15,222,1,1.0,1.0,-92.0,Left
several,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,324,0,0.0,0.0,,Neutral
she is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,74,0,0.0,0.0,,Neutral
shortages,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,16,0,0.0,0.0,,Neutral
show,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,233,0,0.0,0.0,,Neutral
shows,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,156,0,0.0,0.0,,Neutral
shutdown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,71,0,0.0,0.0,,Neutral
sign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,124,0,0.0,0.0,,Neutral
sign of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,19,0,0.0,0.0,,Neutral
similar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,173,0,0.0,0.0,,Neutral
site is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,61,0,0.0,0.0,,Neutral
sites,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,302,1,1.0,0.0,,Neutral
small,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,259,0,0.0,0.0,,Neutral
solar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,83,0,0.0,0.0,,Neutral
source of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,55,0,0.0,0.0,,Neutral
sovereignty,303.0,8.0,12.0,3.0,0.0,4.0,1.0,2.0,3.0,26.0,29.0,7.0,5.0,13.0,1.0,9.0,4.0,7.0,16.0,3.0,7.0,21.0,14.0,13.0,4.0,9.0,7.0,17.0,2.0,15.0,19.0,22.0,0.0,26,303,1,1.0,1.0,-118.0,Left
spirit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,95,1,1.0,0.0,,Neutral
sports,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,143,0,0.0,0.0,,Neutral
stakes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,24,0,0.0,0.0,,Neutral
stand,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,139,0,0.0,0.0,,Neutral
starting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,65,0,0.0,0.0,,Neutral
starting to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,18,0,0.0,0.0,,Neutral
state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1554,1,1.0,0.0,,Neutral
state courts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,22,0,0.0,0.0,,Neutral
state of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,189,0,0.0,0.0,,Neutral
state of Oklahoma,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,38,0,0.0,0.0,,Neutral
state officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,21,0,0.0,0.0,,Neutral
statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,432,0,0.0,0.0,,Neutral
states,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,608,1,0.0,0.0,,Neutral
statue,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,107,0,0.0,0.0,,Neutral
statues,107.0,0.0,2.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,11.0,0.0,16,107,1,1.0,1.0,23.0,Right
step,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,133,0,0.0,0.0,,Neutral
still,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,727,0,0.0,0.0,,Neutral
stone,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,51,0,0.0,0.0,,Neutral
stop,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,247,0,0.0,0.0,,Neutral
stories that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,72,0,0.0,0.0,,Neutral
street,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,84,0,0.0,0.0,,Neutral
students,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,234,1,1.0,0.0,,Neutral
such as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,285,0,0.0,0.0,,Neutral
such as the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,59,0,0.0,0.0,,Neutral
suicide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,61,1,1.0,0.0,,Neutral
supposed to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,77,0,0.0,0.0,,Neutral
swath of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,23,0,0.0,0.0,,Neutral
taken,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,282,0,0.0,0.0,,Neutral
target,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,33,1,1.0,0.0,,Neutral
taxes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,49,0,0.0,0.0,,Neutral
taxes and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,12,0,0.0,0.0,,Neutral
team,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,457,0,0.0,0.0,,Neutral
teams,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,195,1,1.0,0.0,,Neutral
term,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,168,0,0.0,0.0,,Neutral
term for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,11,0,0.0,0.0,,Neutral
territory,282.0,33.0,2.0,0.0,7.0,3.0,0.0,1.0,12.0,17.0,14.0,16.0,4.0,11.0,0.0,5.0,7.0,3.0,45.0,5.0,20.0,5.0,5.0,8.0,2.0,11.0,5.0,9.0,1.0,7.0,6.0,17.0,1.0,17,282,1,1.0,1.0,-144.0,Left
tests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,88,0,0.0,0.0,,Neutral
than a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,158,0,0.0,0.0,,Neutral
than to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,14,0,0.0,0.0,,Neutral
that Congress,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,51,0,0.0,0.0,,Neutral
that a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,178,0,0.0,0.0,,Neutral
that are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,178,0,0.0,0.0,,Neutral
that can,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,86,0,0.0,0.0,,Neutral
that includes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,20,0,0.0,0.0,,Neutral
that she,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,189,0,0.0,0.0,,Neutral
that the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,1309,0,0.0,0.0,,Neutral
that was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,223,0,0.0,0.0,,Neutral
the Amazon,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,159,0,0.0,0.0,,Neutral
the Black Hills,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,136,1,1.0,0.0,,Neutral
the Centers for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,18,0,0.0,0.0,,Neutral
the Cherokee,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,255,0,0.0,0.0,,Neutral
the Cherokee Nation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,149,0,0.0,0.0,,Neutral
the Colorado River,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,36,0,0.0,0.0,,Neutral
the Court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,28,0,0.0,0.0,,Neutral
the Creek,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,133,0,0.0,0.0,,Neutral
the Crow,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,49,1,1.0,0.0,,Neutral
the Dakota Access,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,96,0,0.0,0.0,,Neutral
the Earth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,42,0,0.0,0.0,,Neutral
the House,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838,105,0,0.0,0.0,,Neutral
the Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,423,0,0.0,0.0,,Neutral
the Indian Child,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,38,1,1.0,0.0,,Neutral
the Indians,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,229,0,0.0,0.0,,Neutral
the Irish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,63,0,0.0,0.0,,Neutral
the Iroquois,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,32,0,0.0,0.0,,Neutral
the Mashpee,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,76,1,1.0,0.0,,Neutral
the Mashpee Wampanoag,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,53,0,0.0,0.0,,Neutral
the Muscogee Creek,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,57,0,0.0,0.0,,Neutral
the NRC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,19,0,0.0,0.0,,Neutral
the National,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,262,0,0.0,0.0,,Neutral
the Navajo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,551,0,0.0,0.0,,Neutral
the Navajo Nation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,366,0,0.0,0.0,,Neutral
the Ninth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,51,0,0.0,0.0,,Neutral
the Ninth century,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,35,0,0.0,0.0,,Neutral
the Ojibwe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,14,0,0.0,0.0,,Neutral
the Standing Rock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,131,0,0.0,0.0,,Neutral
the Supreme Court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,135,0,0.0,0.0,,Neutral
the Treasury Department,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,50,0,0.0,0.0,,Neutral
the Trump,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,205,0,0.0,0.0,,Neutral
the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,302,0,0.0,0.0,,Neutral
the Union,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,18,0,0.0,0.0,,Neutral
the United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,1080,0,0.0,0.0,,Neutral
the Wampanoag,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,35,0,0.0,0.0,,Neutral
the White,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,103,0,0.0,0.0,,Neutral
the White Earth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,17,0,0.0,0.0,,Neutral
the Yanomami,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,29,0,0.0,0.0,,Neutral
the casino,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,92,0,0.0,0.0,,Neutral
the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,331,0,0.0,0.0,,Neutral
the court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,116,0,0.0,0.0,,Neutral
the early,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,104,0,0.0,0.0,,Neutral
the early s,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,58,0,0.0,0.0,,Neutral
the federal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,494,0,0.0,0.0,,Neutral
the federal government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,343,0,0.0,0.0,,Neutral
the high,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,36,0,0.0,0.0,,Neutral
the investigation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,17,0,0.0,0.0,,Neutral
the island,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,156,0,0.0,0.0,,Neutral
the land,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,424,0,0.0,0.0,,Neutral
the last,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,189,0,0.0,0.0,,Neutral
the law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,174,0,0.0,0.0,,Neutral
the meaning of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,9,0,0.0,0.0,,Neutral
the money,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,103,0,0.0,0.0,,Neutral
the monument,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,130,0,0.0,0.0,,Neutral
the murder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,12,0,0.0,0.0,,Neutral
