PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,federalist,fox,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,rt,slate,spectator,techcrunch,time,usatoday,verge,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,3008,0,0.0,0.0,,Neutral
media and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,188,0,0.0,0.0,,Neutral
media and technology,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,18,1,1.0,0.0,,Neutral
media companies and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,19,1,0.0,0.0,,Neutral
media in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,63,0,0.0,0.0,,Neutral
media networks,48.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,26,25,1,1.0,1.0,-6.0,Left
media networks like,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,11,1,0.0,0.0,,Neutral
meetings,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,58,0,0.0,0.0,,Neutral
member,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,106,0,0.0,0.0,,Neutral
members,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,172,0,0.0,0.0,,Neutral
message,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,148,0,0.0,0.0,,Neutral
messages,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,121,0,0.0,0.0,,Neutral
might,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,290,0,0.0,0.0,,Neutral
military,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,236,0,0.0,0.0,,Neutral
misinformation,513.0,9.0,3.0,0.0,13.0,0.0,4.0,11.0,5.0,25.0,2.0,9.0,14.0,7.0,6.0,10.0,0.0,23.0,3.0,0.0,16.0,3.0,22.0,33.0,1.0,6.0,1.0,0.0,2.0,9.0,23.0,11.0,4.0,4.0,0.0,5.0,14.0,4.0,32.0,4.0,4.0,7.0,7.0,18.0,18.0,29.0,88.0,4.0,9,173,1,1.0,1.0,-171.0,Left
moderation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,130,1,0.0,0.0,,Neutral
moderators,200.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,8.0,3.0,0.0,3.0,2.0,2.0,0.0,7.0,3.0,0.0,0.0,4.0,13.0,2.0,6.0,3.0,1.0,0.0,8.0,0.0,0.0,9.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,3.0,5.0,19.0,3.0,3.0,46.0,16.0,29,80,1,1.0,1.0,-29.0,Left
month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,219,0,0.0,0.0,,Neutral
more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,392,0,0.0,0.0,,Neutral
mostly,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,73,0,0.0,0.0,,Neutral
mostly used,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,13,0,0.0,0.0,,Neutral
movement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,179,0,0.0,0.0,,Neutral
movie,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,80,0,0.0,0.0,,Neutral
much,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,428,0,0.0,0.0,,Neutral
mural,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,10,0,0.0,0.0,,Neutral
must,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,318,0,0.0,0.0,,Neutral
narrative,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,146,0,0.0,0.0,,Neutral
national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,402,0,0.0,0.0,,Neutral
national security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,211,1,0.0,0.0,,Neutral
national security law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,80,1,1.0,0.0,,Neutral
need,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,263,0,0.0,0.0,,Neutral
network,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,177,0,0.0,0.0,,Neutral
networks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,162,0,0.0,0.0,,Neutral
never,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,288,0,0.0,0.0,,Neutral
never seen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,14,0,0.0,0.0,,Neutral
new wave of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,13,0,0.0,0.0,,Neutral
news about,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,31,0,0.0,0.0,,Neutral
news about the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,20,0,0.0,0.0,,Neutral
news organizations,65.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17.0,0.0,12,49,1,1.0,1.0,-27.0,Left
newspaper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,183,1,1.0,0.0,,Neutral
newspapers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,112,1,0.0,0.0,,Neutral
next,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,148,0,0.0,0.0,,Neutral
not be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,225,0,0.0,0.0,,Neutral
noted,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,142,0,0.0,0.0,,Neutral
notes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,52,0,0.0,0.0,,Neutral
now at least,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,14,0,0.0,0.0,,Neutral
obvious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,72,0,0.0,0.0,,Neutral
of Asia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,22,0,0.0,0.0,,Neutral
of China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,176,0,0.0,0.0,,Neutral
of Chinese,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,138,0,0.0,0.0,,Neutral
of Chinese citizens,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,13,0,0.0,0.0,,Neutral
of Dr,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,13,0,0.0,0.0,,Neutral
of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,710,0,0.0,0.0,,Neutral
of a new,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,26,0,0.0,0.0,,Neutral
of censorship,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,247,0,0.0,0.0,,Neutral
of digital,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,31,0,0.0,0.0,,Neutral
of free speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,154,1,0.0,0.0,,Neutral
of government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,86,0,0.0,0.0,,Neutral
of ideas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,74,0,0.0,0.0,,Neutral
of media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,67,0,0.0,0.0,,Neutral
of media and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,17,0,0.0,0.0,,Neutral
of news,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,49,0,0.0,0.0,,Neutral
of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,192,0,0.0,0.0,,Neutral
of the authorities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,20,0,0.0,0.0,,Neutral
of this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,200,0,0.0,0.0,,Neutral
of this order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,18,0,0.0,0.0,,Neutral
of three,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,40,0,0.0,0.0,,Neutral
off with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,35,0,0.0,0.0,,Neutral
office,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,126,0,0.0,0.0,,Neutral
office of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,17,0,0.0,0.0,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,327,0,0.0,0.0,,Neutral
officials for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,13,0,0.0,0.0,,Neutral
often,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,308,0,0.0,0.0,,Neutral
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,231,0,0.0,0.0,,Neutral
on Facebook,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,141,0,0.0,0.0,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,256,0,0.0,0.0,,Neutral
on Weibo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,50,0,0.0,0.0,,Neutral
on Weibo a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,16,0,0.0,0.0,,Neutral
on a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,215,0,0.0,0.0,,Neutral
on social media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,212,1,0.0,0.0,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,1596,0,0.0,0.0,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,1340,0,0.0,0.0,,Neutral
one of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,418,0,0.0,0.0,,Neutral
one of the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,241,0,0.0,0.0,,Neutral
online censorship,82.0,5.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,27,61,1,1.0,1.0,20.0,Right
online platforms,293.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,15.0,1.0,21.0,6.0,3.0,1.0,3.0,0.0,61.0,0.0,2.0,23.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,6.0,37.0,4.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,2.0,12.0,0.0,4.0,15.0,0.0,9.0,15.0,1.0,8,83,1,1.0,1.0,-49.0,Left
open,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,308,0,0.0,0.0,,Neutral
open and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,31,0,0.0,0.0,,Neutral
open source,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,28,1,1.0,0.0,,Neutral
opinion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,246,0,0.0,0.0,,Neutral
opinion and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,28,0,0.0,0.0,,Neutral
opinion piece,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,35,0,0.0,0.0,,Neutral
opinions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,165,0,0.0,0.0,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,39,0,0.0,0.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,342,0,0.0,0.0,,Neutral
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,80,0,0.0,0.0,,Neutral
our country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,28,0,0.0,0.0,,Neutral
our website,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,15,0,0.0,0.0,,Neutral
out about the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,15,0,0.0,0.0,,Neutral
out in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,60,0,0.0,0.0,,Neutral
out there,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,23,0,0.0,0.0,,Neutral
outbreak,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,147,0,0.0,0.0,,Neutral
outlets for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,13,0,0.0,0.0,,Neutral
outside,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,207,0,0.0,0.0,,Neutral
overwhelmed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,18,0,0.0,0.0,,Neutral
owners,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,49,0,0.0,0.0,,Neutral
page,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,246,0,0.0,0.0,,Neutral
pages,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,281,0,0.0,0.0,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,164,0,0.0,0.0,,Neutral
papers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,62,0,0.0,0.0,,Neutral
parent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,56,0,0.0,0.0,,Neutral
parent company,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,37,0,0.0,0.0,,Neutral
parents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,69,0,0.0,0.0,,Neutral
part of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,271,0,0.0,0.0,,Neutral
part of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,79,0,0.0,0.0,,Neutral
partnership,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,32,0,0.0,0.0,,Neutral
party,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,325,0,0.0,0.0,,Neutral
people are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,82,0,0.0,0.0,,Neutral
people use,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,17,0,0.0,0.0,,Neutral
peoples,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,99,0,0.0,0.0,,Neutral
personal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,136,0,0.0,0.0,,Neutral
phrase,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,47,0,0.0,0.0,,Neutral
piece,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,126,0,0.0,0.0,,Neutral
platform,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,739,1,0.0,0.0,,Neutral
platforms,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,931,1,0.0,0.0,,Neutral
platforms including,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,24,1,0.0,0.0,,Neutral
point,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,197,0,0.0,0.0,,Neutral
police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,403,0,0.0,0.0,,Neutral
policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,406,0,0.0,0.0,,Neutral
political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,1200,0,0.0,0.0,,Neutral
popular,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,248,0,0.0,0.0,,Neutral
porn,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,58,1,1.0,0.0,,Neutral
pornography,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,91,1,1.0,0.0,,Neutral
post,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,387,0,0.0,0.0,,Neutral
posted,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,264,0,0.0,0.0,,Neutral
posts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,359,0,0.0,0.0,,Neutral
power,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,450,0,0.0,0.0,,Neutral
practices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,120,0,0.0,0.0,,Neutral
preserving,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,30,0,0.0,0.0,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,270,0,0.0,0.0,,Neutral
press,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,578,1,0.0,0.0,,Neutral
press freedom,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,133,1,1.0,0.0,,Neutral
prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,95,0,0.0,0.0,,Neutral
private,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,348,0,0.0,0.0,,Neutral
pro Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,16,0,0.0,0.0,,Neutral
pro democracy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,135,1,1.0,0.0,,Neutral
pro life,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,57,1,1.0,0.0,,Neutral
produced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,81,0,0.0,0.0,,Neutral
profile,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,90,0,0.0,0.0,,Neutral
propaganda,378.0,6.0,1.0,2.0,1.0,4.0,4.0,9.0,1.0,9.0,2.0,15.0,4.0,5.0,5.0,10.0,2.0,19.0,2.0,6.0,0.0,4.0,16.0,26.0,0.0,10.0,1.0,11.0,3.0,11.0,16.0,6.0,1.0,3.0,20.0,2.0,5.0,7.0,14.0,3.0,2.0,0.0,11.0,5.0,13.0,11.0,68.0,2.0,31,206,1,1.0,1.0,-75.0,Left
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,42,0,0.0,0.0,,Neutral
protections,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,140,1,1.0,0.0,,Neutral
protest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,199,0,0.0,0.0,,Neutral
protesters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,179,1,1.0,0.0,,Neutral
protests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,403,0,0.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,184,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,49,0,0.0,0.0,,Neutral
provider,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,73,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,1059,0,0.0,0.0,,Neutral
publication,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,171,0,0.0,0.0,,Neutral
published,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,335,0,0.0,0.0,,Neutral
publisher that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,30,0,0.0,0.0,,Neutral
punished,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,46,0,0.0,0.0,,Neutral
purge,89.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,8.0,0.0,7.0,6.0,2.0,4.0,1.0,0.0,1.0,0.0,9.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,16,85,1,1.0,1.0,-1.0,Left
pushing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,66,0,0.0,0.0,,Neutral
pushing back,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,16,0,0.0,0.0,,Neutral
queer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,29,0,0.0,0.0,,Neutral
question,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,213,0,0.0,0.0,,Neutral
