PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,TOPIC,HKG,CHN,RUS,MYANMAR,INDIA,OTHER,bias_score,calculated_bias
foreign policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,3.34e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
form and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,3.01e-13,0,0.0,0.0,,,,,,,,,Neutral
former,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,5.32e-13,0,0.0,0.0,,,,,,,,,Neutral
free,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,2.66e-12,0,0.0,0.0,,,,,,,,,Neutral
freed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,5.47e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
freedom,5919.0,545.0,26.0,39.0,43.0,25.0,15.0,100.0,259.0,28.0,31.0,56.0,44.0,290.0,296.0,68.0,278.0,141.0,82.0,7.0,76.0,64.0,135.0,29.0,348.0,72.0,511.0,21.0,36.0,42.0,18.0,68.0,68.0,175.0,126.0,13.0,168.0,92.0,69.0,24.0,2.0,79.0,119.0,46.0,17.0,51.0,47.0,108.0,19.0,37.0,41.0,99.0,21.0,31.0,83.0,548.0,3.0,3,7.48e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-899.0,Left
freedom of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,3.21e-13,0,0.0,0.0,,,,,,,,,Neutral
freedoms,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,1.14e-12,1,0.0,0.0,,,,,,,,,Neutral
friend,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,7.7e-13,0,0.0,0.0,,,,,,,,,Neutral
friends,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,3.42e-13,0,0.0,0.0,,,,,,,,,Neutral
from the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,5.65e-13,0,0.0,0.0,,,,,,,,,Neutral
funded,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,1.68e-12,0,0.0,0.0,,,,,,,,,Neutral
funding,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,3.27e-13,0,0.0,0.0,,,,,,,,,Neutral
further information,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,4.12e-13,0,0.0,0.0,,,,,,,,,Neutral
gay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,2.67e-12,0,0.0,0.0,,,,,,,,,Neutral
genocide,1349.0,154.0,4.0,3.0,46.0,2.0,27.0,12.0,46.0,8.0,10.0,9.0,3.0,67.0,39.0,9.0,139.0,17.0,15.0,8.0,1.0,6.0,2.0,2.0,54.0,25.0,133.0,0.0,0.0,16.0,5.0,2.0,5.0,46.0,27.0,4.0,57.0,36.0,8.0,11.0,30.0,0.0,6.0,3.0,1.0,2.0,0.0,15.0,0.0,10.0,7.0,21.0,1.0,0.0,39.0,127.0,2.0,1,1.26e-11,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-255.0,Left
get,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,6.97e-13,0,0.0,0.0,,,,,,,,,Neutral
get the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,6.55e-13,0,0.0,0.0,,,,,,,,,Neutral
global,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,2.29e-12,0,0.0,0.0,,,,,,,,,Neutral
go,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,2.44e-13,0,0.0,0.0,,,,,,,,,Neutral
going to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,1.94e-13,0,0.0,0.0,,,,,,,,,Neutral
government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,1.69e-11,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
government that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,3.39e-13,0,0.0,0.0,,,,,,,,,Neutral
governments,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1.36e-12,1,0.0,0.0,,,,,,,,,Neutral
great,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,1.84e-13,0,0.0,0.0,,,,,,,,,Neutral
group,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,2.32e-12,0,0.0,0.0,,,,,,,,,Neutral
groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1.78e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
growth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,1.84e-13,0,0.0,0.0,,,,,,,,,Neutral
had been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,1.87e-12,0,0.0,0.0,,,,,,,,,Neutral
had been arrested,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,2.2e-13,0,0.0,0.0,,,,,,,,,Neutral
happening,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,7.72e-13,0,0.0,0.0,,,,,,,,,Neutral
happening now,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,9.4e-13,0,0.0,0.0,,,,,,,,,Neutral
has been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,7.77e-13,0,0.0,0.0,,,,,,,,,Neutral
hate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,1.98e-13,0,0.0,0.0,,,,,,,,,Neutral
have been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,5.35e-13,0,0.0,0.0,,,,,,,,,Neutral
he says,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838,3.46e-13,0,0.0,0.0,,,,,,,,,Neutral
he was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,1.18e-12,0,0.0,0.0,,,,,,,,,Neutral
health,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,2.24e-13,0,0.0,0.0,,,,,,,,,Neutral
hearing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,2.68e-13,0,0.0,0.0,,,,,,,,,Neutral
held,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,2.07e-13,0,0.0,0.0,,,,,,,,,Neutral
help,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,2.41e-13,0,0.0,0.0,,,,,,,,,Neutral
home,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,2.73e-13,0,0.0,0.0,,,,,,,,,Neutral
human rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,1.41e-10,1,0.0,0.0,,,,,,,,,Neutral
human rights abuses,1696.0,149.0,10.0,14.0,35.0,6.0,15.0,30.0,107.0,41.0,24.0,20.0,19.0,89.0,61.0,15.0,52.0,20.0,27.0,6.0,23.0,6.0,19.0,2.0,95.0,21.0,174.0,4.0,12.0,19.0,2.0,2.0,17.0,31.0,52.0,0.0,25.0,29.0,28.0,7.0,5.0,6.0,25.0,11.0,3.0,20.0,5.0,28.0,1.0,4.0,6.0,31.0,1.0,15.0,29.0,171.0,7.0,9,1.36e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-286.0,Left
human rights in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,2.37e-13,0,0.0,0.0,,,,,,,,,Neutral
human rights violations,1369.0,198.0,6.0,6.0,23.0,2.0,4.0,24.0,47.0,10.0,21.0,19.0,11.0,60.0,103.0,6.0,54.0,27.0,24.0,1.0,6.0,1.0,23.0,3.0,89.0,16.0,123.0,11.0,8.0,18.0,10.0,7.0,24.0,13.0,28.0,3.0,22.0,22.0,14.0,8.0,6.0,3.0,10.0,5.0,4.0,25.0,5.0,7.0,5.0,11.0,7.0,13.0,14.0,9.0,5.0,112.0,12.0,7,3.55e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-259.0,Left
humanitarian,870.0,93.0,7.0,4.0,6.0,4.0,1.0,6.0,24.0,1.0,2.0,25.0,3.0,35.0,61.0,10.0,33.0,62.0,4.0,1.0,5.0,1.0,6.0,2.0,33.0,64.0,71.0,5.0,0.0,4.0,7.0,0.0,51.0,5.0,17.0,4.0,15.0,8.0,9.0,7.0,0.0,0.0,8.0,1.0,1.0,18.0,2.0,14.0,3.0,1.0,7.0,22.0,4.0,0.0,19.0,71.0,0.0,38,2.69e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-254.0,Left
if you,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,1e-12,0,0.0,0.0,,,,,,,,,Neutral
if you do,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,8.43e-13,0,0.0,0.0,,,,,,,,,Neutral
illiberal,115.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,12.0,1.0,11.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,33,3.64e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-22.0,Left
imperialist,154.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,25.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,2.0,0.0,1.0,0.0,1.0,4.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,34,3.62e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-53.0,Left
important,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,1.8e-13,0,0.0,0.0,,,,,,,,,Neutral
imposed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,2.36e-13,0,0.0,0.0,,,,,,,,,Neutral
in Afghanistan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,1.87e-12,0,0.0,0.0,,,,,,,,,Neutral
in Beijing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,5.95e-13,0,0.0,0.0,,,,,,,,,Neutral
in China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,1.8e-12,0,0.0,0.0,,,,,,,,,Neutral
in Chinas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,2.09e-12,0,0.0,0.0,,,,,,,,,Neutral
in Chinas Xinjiang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,1e-12,0,0.0,0.0,,,,,,,,,Neutral
in Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,2.03e-11,0,0.0,0.0,,,,,,,,,Neutral
in Kashmir,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,1.86e-13,0,0.0,0.0,,,,,,,,,Neutral
in Minsk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,2.6e-13,0,0.0,0.0,,,,,,,,,Neutral
in Myanmar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,2.36e-13,0,0.0,0.0,,,,,,,,,Neutral
in Rwanda,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.39e-13,1,1.0,0.0,,,,,,,,,Neutral
in Venezuela,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,1.44e-12,0,0.0,0.0,,,,,,,,,Neutral
in Xinjiang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,4.05e-12,0,0.0,0.0,,,,,,,,,Neutral
in Yemen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,3.42e-13,0,0.0,0.0,,,,,,,,,Neutral
in a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,1.53e-12,0,0.0,0.0,,,,,,,,,Neutral
in a statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,7.07e-13,0,0.0,0.0,,,,,,,,,Neutral
in prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,2.89e-13,0,0.0,0.0,,,,,,,,,Neutral
in the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,6.14e-12,0,0.0,0.0,,,,,,,,,Neutral
in the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,2.2e-13,0,0.0,0.0,,,,,,,,,Neutral
in the United,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,6.11e-13,0,0.0,0.0,,,,,,,,,Neutral
in the Xinjiang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,3.73e-13,0,0.0,0.0,,,,,,,,,Neutral
including,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,9.66e-13,0,0.0,0.0,,,,,,,,,Neutral
independence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,3.35e-13,0,0.0,0.0,,,,,,,,,Neutral
independent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,3.65e-13,0,0.0,0.0,,,,,,,,,Neutral
indigenous,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,3.84e-13,1,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,Neutral
influence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,6.86e-13,0,0.0,0.0,,,,,,,,,Neutral
information,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,5.39e-13,0,0.0,0.0,,,,,,,,,Neutral
institutions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,1.47e-12,0,0.0,0.0,,,,,,,,,Neutral
interested,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,4.3e-13,0,0.0,0.0,,,,,,,,,Neutral
interests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,2.93e-13,0,0.0,0.0,,,,,,,,,Neutral
interference,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,1.81e-13,0,0.0,0.0,,,,,,,,,Neutral
international,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,5.52e-12,1,0.0,0.0,,,,,,,,,Neutral
international law,856.0,98.0,6.0,1.0,7.0,2.0,3.0,8.0,26.0,6.0,5.0,27.0,14.0,27.0,74.0,14.0,47.0,34.0,4.0,2.0,14.0,7.0,1.0,1.0,20.0,55.0,97.0,0.0,9.0,11.0,1.0,6.0,37.0,14.0,5.0,14.0,13.0,6.0,6.0,1.0,3.0,0.0,11.0,0.0,0.0,14.0,6.0,9.0,8.0,0.0,5.0,5.0,7.0,2.0,7.0,52.0,1.0,44,2.1e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-236.0,Left
internet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,1.74e-12,0,0.0,0.0,,,,,,,,,Neutral
intervention,559.0,29.0,5.0,12.0,6.0,0.0,1.0,7.0,6.0,0.0,1.0,33.0,1.0,23.0,30.0,9.0,43.0,29.0,2.0,0.0,3.0,6.0,3.0,2.0,11.0,68.0,54.0,1.0,0.0,1.0,3.0,11.0,43.0,10.0,5.0,2.0,8.0,3.0,3.0,1.0,2.0,0.0,5.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,9.0,1.0,2.0,8.0,38.0,0.0,37,3.21e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-160.0,Left
investigating,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,2.07e-13,0,0.0,0.0,,,,,,,,,Neutral
investigation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,3.05e-13,0,0.0,0.0,,,,,,,,,Neutral
is a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,1.86e-12,0,0.0,0.0,,,,,,,,,Neutral
is a government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,4.14e-13,0,0.0,0.0,,,,,,,,,Neutral
is available,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,1.05e-12,0,0.0,0.0,,,,,,,,,Neutral
is essential to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,3.67e-13,0,0.0,0.0,,,,,,,,,Neutral
is more,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,2.35e-13,0,0.0,0.0,,,,,,,,,Neutral
is more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,8.88e-13,0,0.0,0.0,,,,,,,,,Neutral
is not,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,3.99e-13,0,0.0,0.0,,,,,,,,,Neutral
is now,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,2.43e-13,0,0.0,0.0,,,,,,,,,Neutral
is protected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,5.77e-12,0,0.0,0.0,,,,,,,,,Neutral
is pursuing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,1.75e-13,0,0.0,0.0,,,,,,,,,Neutral
is the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,1.18e-12,0,0.0,0.0,,,,,,,,,Neutral
it is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,5.86e-13,0,0.0,0.0,,,,,,,,,Neutral
it says,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,1.04e-12,0,0.0,0.0,,,,,,,,,Neutral
it the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,3.12e-13,0,0.0,0.0,,,,,,,,,Neutral
it with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,7.07e-13,0,0.0,0.0,,,,,,,,,Neutral
it with a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,1.2e-12,0,0.0,0.0,,,,,,,,,Neutral
its final,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,3.29e-13,0,0.0,0.0,,,,,,,,,Neutral
jail,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,1.86e-13,0,0.0,0.0,,,,,,,,,Neutral
jailed,988.0,163.0,0.0,5.0,18.0,1.0,3.0,25.0,22.0,0.0,15.0,2.0,8.0,64.0,17.0,4.0,18.0,15.0,5.0,0.0,20.0,40.0,3.0,1.0,30.0,2.0,171.0,11.0,1.0,9.0,7.0,2.0,11.0,4.0,14.0,1.0,38.0,14.0,6.0,5.0,1.0,3.0,9.0,2.0,14.0,5.0,1.0,7.0,1.0,2.0,7.0,9.0,0.0,2.0,8.0,111.0,3.0,30,3.89e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-355.0,Left
journalist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.19e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
journalists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,1.59e-12,1,0.0,0.0,,,,,,,,,Neutral
journalists are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,2.41e-13,0,0.0,0.0,,,,,,,,,Neutral
judges,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,1.65e-12,0,0.0,0.0,,,,,,,,,Neutral
judicial,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,2.29e-13,0,0.0,0.0,,,,,,,,,Neutral
judiciary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,1.34e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
junta,168.0,4.0,4.0,0.0,1.0,17.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,21.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,27.0,0.0,25,4.77e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-76.0,Left
justice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,4.27e-13,0,0.0,0.0,,,,,,,,,Neutral
killed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2.14e-13,0,0.0,0.0,,,,,,,,,Neutral
